1.04,3.13,14.11,1.88,1.01,0.00,0,
6.67,8.33,19.05,0.40,0.60,0.60,0,
8.26,11.01,10.03,0.00,0.15,0.15,0,
3.51,0.00,37.95,0.27,1.26,0.27,0,
0.97,1.62,7.17,0.13,0.17,0.34,0,
0.00,1.14,4.17,0.28,0.14,0.28,1,
0.00,0.00,7.03,0.13,0.79,0.00,1,
0.63,1.26,9.54,0.71,0.31,0.10,1,
0.00,1.91,20.58,0.29,1.27,0.00,1,
0.24,0.98,3.50,0.61,0.58,0.48,1,
